x, mm	y, mm	z, mm	Pressure, MPa
0.7	0.25	5	1260.68062688495
0.7	0.3	5	1212.5803842367725
0.7	0.35	5	1158.0952043309799
0.7	0.4	5	1098.2627488254655
0.7	0.45	5	1034.1808908675976
0.7	0.5	5	966.9745181398579
0.7	0.55	5	897.7632340061822
0.7	0.6	5	827.6312248372691
0.7	0.65	5	757.6003806919733
0.7	0.7	5	688.6075284204654
0.7	0.75	5	621.4863780064723
0.7	0.8	5	556.9545124685166
0.7	0.85	5	495.6054862140573
0.7	0.9	5	437.9058519097287
0.7	0.95	5	384.196724440953
0.7	1.0	5	334.69932168059563
0.7	1.05	5	289.5238010827448
0.7	1.1	5	248.68064029768766
0.7	1.15	5	212.09378732154173
0.7	1.2	5	179.61482646209762
0.7	1.25	5	151.03746369839595
0.7	1.3	5	126.11172046532562
0.7	1.35	5	104.557329484662
0.7	1.4	5	86.07594105255822
0.7	1.45	5	70.36186494726567
0.7	1.5	5	57.111184783240134
0.7	1.55	5	46.02918263618936
0.7	1.6	5	36.83609815250874
0.7	1.65	5	29.27131581213477
0.7	1.7	5	23.09612570633024
0.7	1.75	5	18.095237567671553
0.7	1.8	5	14.077246297619759
0.7	1.85	5	10.874252033089068
0.75	-1.85	5	9.814298029933045
0.75	-1.8	5	12.705084467898342
0.75	-1.75	5	16.331427106083037
0.75	-1.7	5	20.844859980161015
0.75	-1.65	5	26.418131218076514
0.75	-1.6	5	33.24554593994352
0.75	-1.55	5	41.542546107187654
0.75	-1.5	5	51.544344070722424
0.75	-1.45	5	63.503430896497086
0.75	-1.4	5	77.685797250809
0.75	-1.35	5	94.36573565279748
0.75	-1.3	5	113.81913955535913
0.75	-1.25	5	136.31527740121402
0.75	-1.2	5	162.10709776909334
0.75	-1.15	5	191.4202128787276
0.75	-1.1	5	224.44080850154546
0.75	-1.05	5	261.3028336973287
0.75	-1.0	5	302.0749273967918
0.75	-0.95	5	346.7476332453965
0.75	-0.9	5	395.22153124796927
0.75	-0.85	5	447.2969664648193
0.75	-0.8	5	502.666073753793
0.75	-0.75	5	560.9077770810561
0.75	-0.7	5	621.4863780064723
0.75	-0.65	5	683.7542390112875
0.75	-0.6	5	746.9589149410286
0.75	-0.55	5	810.2548949612918
0.75	-0.5	5	872.7198964579795
0.75	-0.45	5	933.3754127595853
0.75	-0.4	5	991.2109724281146
0.75	-0.35	5	1045.2113347893148
0.75	-0.3	5	1094.3856404963037
0.75	-0.25	5	1137.7973726526725
0.75	-0.2	5	1174.5938767568846
0.75	-0.15	5	1204.034146657738
0.75	-0.1	5	1225.5136148224556
0.75	-0.05	5	1238.5847896265652
0.75	0.0	5	1242.9727560129445
0.75	0.05	5	1238.5847896265652
0.75	0.1	5	1225.5136148224556
0.75	0.15	5	1204.034146657738
0.75	0.2	5	1174.5938767568846
0.75	0.25	5	1137.7973726526725
0.75	0.3	5	1094.3856404963037
0.75	0.35	5	1045.2113347893148
0.75	0.4	5	991.2109724281146
0.75	0.45	5	933.3754127595853
0.75	0.5	5	872.7198964579795
0.75	0.55	5	810.2548949612918
0.75	0.6	5	746.9589149410286
0.75	0.65	5	683.7542390112875
0.75	0.7	5	621.4863780064723
0.75	0.75	5	560.9077770810561
0.75	0.8	5	502.666073753793
0.75	0.85	5	447.2969664648193
0.75	0.9	5	395.22153124796927
0.75	0.95	5	346.7476332453965
0.75	1.0	5	302.0749273967918
0.75	1.05	5	261.3028336973287
0.75	1.1	5	224.44080850154546
0.75	1.15	5	191.4202128787276
0.75	1.2	5	162.10709776909334
0.75	1.25	5	136.31527740121402
0.75	1.3	5	113.81913955535913
0.75	1.35	5	94.36573565279748
0.75	1.4	5	77.685797250809
0.75	1.45	5	63.503430896497086
0.75	1.5	5	51.544344070722424
0.75	1.55	5	41.542546107187654
0.75	1.6	5	33.24554593994352
0.75	1.65	5	26.418131218076514
0.75	1.7	5	20.844859980161015
0.75	1.75	5	16.331427106083037
0.75	1.8	5	12.705084467898342
0.75	1.85	5	9.814298029933045
0.8	-1.8	5	11.385855549059123
0.8	-1.75	5	14.635657906067369
0.8	-1.7	5	18.68043973057793
0.8	-1.65	5	23.675011896624166
0.8	-1.6	5	29.793503906111482
0.8	-1.55	5	37.22898736420672
0.8	-1.5	5	46.192251412660454
0.8	-1.45	5	56.909569777679586
0.8	-1.4	5	69.61931405856463
0.8	-1.35	5	84.56729568687248
0.8	-1.3	5	102.00076079540548
0.8	-1.25	5	122.16101841288162
0.8	-1.2	5	145.27475227257725
0.8	-1.15	5	171.54414821201618
0.8	-1.1	5	201.13605945473537
0.8	-1.05	5	234.1705264970779
0.8	-1.0	5	270.7090611654415
0.8	-0.95	5	310.7431890032361
0.8	-0.9	5	354.1838132628886
0.8	-0.85	5	400.85201011994735
0.8	-0.8	5	450.4718815238324
0.8	-0.75	5	502.666073753793
0.8	-0.7	5	556.9545124685166
0.8	-0.65	5	612.7568074112277
0.8	-0.6	5	669.3986433611911
0.8	-0.55	5	726.1223028667825
0.8	-0.5	5	782.101268273118
0.8	-0.45	5	836.4586358772959
0.8	-0.4	5	888.2888562625835
0.8	-0.35	5	936.6821059883118
0.8	-0.3	5	980.750411312823
0.8	-0.25	5	1019.6544983116734
0.8	-0.2	5	1052.6302476267995
0.8	-0.15	5	1079.0135952750086
0.8	-0.1	5	1098.262748825465
0.8	-0.05	5	1109.9766818223002
0.8	0.0	5	1113.909024937033
0.8	0.05	5	1109.9766818223002
0.8	0.1	5	1098.262748825465
0.8	0.15	5	1079.0135952750086
0.8	0.2	5	1052.6302476267995
0.8	0.25	5	1019.6544983116734
0.8	0.3	5	980.750411312823
0.8	0.35	5	936.6821059883118
0.8	0.4	5	888.2888562625835
0.8	0.45	5	836.4586358772959
0.8	0.5	5	782.101268273118
0.8	0.55	5	726.1223028667825
0.8	0.6	5	669.3986433611911
0.8	0.65	5	612.7568074112277
0.8	0.7	5	556.9545124685166
0.8	0.75	5	502.666073753793
0.8	0.8	5	450.4718815238324
0.8	0.85	5	400.85201011994735
0.8	0.9	5	354.1838132628886
0.8	0.95	5	310.7431890032361
0.8	1.0	5	270.7090611654415
0.8	1.05	5	234.1705264970779
0.8	1.1	5	201.13605945473537
0.8	1.15	5	171.54414821201618
0.8	1.2	5	145.27475227257725
0.8	1.25	5	122.16101841288162
0.8	1.3	5	102.00076079540548
0.8	1.35	5	84.56729568687248
0.8	1.4	5	69.61931405856463
0.8	1.45	5	56.909569777679586
0.8	1.5	5	46.192251412660454
0.8	1.55	5	37.22898736420672
0.8	1.6	5	29.793503906111482
0.8	1.65	5	23.675011896624166
0.8	1.7	5	18.68043973057793
0.8	1.75	5	14.635657906067369
0.8	1.8	5	11.385855549059123
0.85	-1.8	5	10.131693610568327
0.85	-1.75	5	13.02352739804609
0.85	-1.7	5	16.622772969971773
0.85	-1.65	5	21.06718864731936
0.85	-1.6	5	26.511723415192673
0.85	-1.55	5	33.12818187272999
0.85	-1.5	5	41.10413455351553
0.85	-1.45	5	50.64093093508072
0.85	-1.4	5	61.95068577675718
0.85	-1.35	5	75.25213416610859
0.85	-1.3	5	90.76528785834785
0.85	-1.25	5	108.70487548180692
0.85	-1.2	5	129.27261135844975
0.85	-1.15	5	152.64841037911242
0.85	-1.1	5	178.98074673895132
0.85	-1.05	5	208.3764383687375
0.85	-1.0	5	240.89022151343764
0.85	-0.95	5	276.51455518526046
0.85	-0.9	5	315.17015672123756
0.85	-0.85	5	356.6978109125364
0.85	-0.8	5	400.85201011994735
0.85	-0.75	5	447.2969664648193
0.85	-0.7	5	495.6054862140573
0.85	-0.65	5	545.2611096048561
0.85	-0.6	5	595.6637978273081
0.85	-0.55	5	646.1392966692329
0.85	-0.5	5	695.9521301177008
0.85	-0.45	5	744.321986178985
0.85	-0.4	5	790.4430624959386
0.85	-0.35	5	833.5057534749501
0.85	-0.3	5	872.7198964579795
0.85	-0.25	5	907.3386642767774
0.85	-0.2	5	936.6821059883118
0.85	-0.15	5	960.1593048374446
0.85	-0.1	5	977.2881473030533
0.85	-0.05	5	987.711780343828
0.85	0.0	5	991.2109724281146
0.85	0.05	5	987.711780343828
0.85	0.1	5	977.2881473030533
0.85	0.15	5	960.1593048374446
0.85	0.2	5	936.6821059883118
0.85	0.25	5	907.3386642767774
0.85	0.3	5	872.7198964579795
0.85	0.35	5	833.5057534749501
0.85	0.4	5	790.4430624959386
0.85	0.45	5	744.321986178985
0.85	0.5	5	695.9521301177008
0.85	0.55	5	646.1392966692329
0.85	0.6	5	595.6637978273081
0.85	0.65	5	545.2611096048561
0.85	0.7	5	495.6054862140573
0.85	0.75	5	447.2969664648193
0.85	0.8	5	400.85201011994735
0.85	0.85	5	356.6978109125364
0.85	0.9	5	315.17015672123756
0.85	0.95	5	276.51455518526046
0.85	1.0	5	240.89022151343764
0.85	1.05	5	208.3764383687375
0.85	1.1	5	178.98074673895132
0.85	1.15	5	152.64841037911242
0.85	1.2	5	129.27261135844975
0.85	1.25	5	108.70487548180692
0.85	1.3	5	90.76528785834785
0.85	1.35	5	75.25213416610859
0.85	1.4	5	61.95068577675718
0.85	1.45	5	50.64093093508072
0.85	1.5	5	41.10413455351553
0.85	1.55	5	33.12818187272999
0.85	1.6	5	26.511723415192673
0.85	1.65	5	21.06718864731936
0.85	1.7	5	16.622772969971773
0.85	1.75	5	13.02352739804609
0.85	1.8	5	10.131693610568327
0.9	-1.75	5	11.507295659047339
0.9	-1.7	5	14.687508030073612
0.9	-1.65	5	18.61449368210338
0.9	-1.6	5	23.425162050588618
0.9	-1.55	5	29.271315812134713
0.9	-1.5	5	36.3186880681443
0.9	-1.45	5	44.74518668473785
0.9	-1.4	5	54.73823148871612
0.9	-1.35	5	66.49109187988705
0.9	-1.3	5	80.19816529285667
0.9	-1.25	5	96.04918111023821
0.9	-1.2	5	114.22236956648022
0.9	-1.15	5	134.87669940937613
0.9	-1.1	5	158.14335909572262
0.9	-1.05	5	184.11673054475736
0.9	-1.0	5	212.84517747046112
0.9	-0.95	5	244.32203682576326
0.9	-0.9	5	278.4772562342583
0.9	-0.85	5	315.17015672123756
0.9	-0.8	5	354.1838132628886
0.9	-0.75	5	395.22153124796927
0.9	-0.7	5	437.9058519097287
0.9	-0.65	5	481.78044302687516
0.9	-0.6	5	526.3151238134
0.9	-0.55	5	570.9141384243778
0.9	-0.5	5	614.9276368097997
0.9	-0.45	5	657.6661528562486
0.9	-0.4	5	698.4176977389582
0.9	-0.35	5	736.4669221790297
0.9	-0.3	5	771.1156562377901
0.9	-0.25	5	801.7040202398947
0.9	-0.2	5	827.631224837269
0.9	-0.15	5	848.3751492861669
0.9	-0.1	5	863.5098089313387
0.9	-0.05	5	872.7198964579795
0.9	0.0	5	875.8117038194574
0.9	0.05	5	872.7198964579795
0.9	0.1	5	863.5098089313387
0.9	0.15	5	848.3751492861669
0.9	0.2	5	827.631224837269
0.9	0.25	5	801.7040202398947
0.9	0.3	5	771.1156562377901
0.9	0.35	5	736.4669221790297
0.9	0.4	5	698.4176977389582
0.9	0.45	5	657.6661528562486
0.9	0.5	5	614.9276368097997
0.9	0.55	5	570.9141384243778
0.9	0.6	5	526.3151238134
0.9	0.65	5	481.78044302687516
0.9	0.7	5	437.9058519097287
0.9	0.75	5	395.22153124796927
0.9	0.8	5	354.1838132628886
0.9	0.85	5	315.17015672123756
0.9	0.9	5	278.4772562342583
0.9	0.95	5	244.32203682576326
0.9	1.0	5	212.84517747046112
0.9	1.05	5	184.11673054475736
0.9	1.1	5	158.14335909572262
0.9	1.15	5	134.87669940937613
0.9	1.2	5	114.22236956648022
0.9	1.25	5	96.04918111023821
0.9	1.3	5	80.19816529285667
0.9	1.35	5	66.49109187988705
0.9	1.4	5	54.73823148871612
0.9	1.45	5	44.74518668473785
0.9	1.5	5	36.3186880681443
0.9	1.55	5	29.271315812134713
0.9	1.6	5	23.425162050588618
0.9	1.65	5	18.61449368210338
0.9	1.7	5	14.687508030073612
0.9	1.75	5	11.507295659047339
0.95	-1.75	5	10.095926510456767
0.95	-1.7	5	12.886086017680611
0.95	-1.65	5	16.331427106083055
0.95	-1.6	5	20.552067276757764
0.95	-1.55	5	25.681190616783788
0.95	-1.5	5	31.864203072239803
0.95	-1.45	5	39.257192119732224
0.95	-1.4	5	48.024590555119126
0.95	-1.35	5	58.33596329747407
0.95	-1.3	5	70.36186494726563
0.95	-1.25	5	84.26875458927736
0.95	-1.2	5	100.21300252998688
0.95	-1.15	5	118.33408000944344
0.95	-1.1	5	138.74708522778747
0.95	-1.05	5	161.53482416730827
0.95	-1.0	5	186.73972873525724
0.95	-0.95	5	214.35595310690272
0.95	-0.9	5	244.32203682576326
0.95	-0.85	5	276.51455518526046
0.95	-0.8	5	310.7431890032361
0.95	-0.75	5	346.7476332453965
0.95	-0.7	5	384.196724440953
0.95	-0.65	5	422.69009948922405
0.95	-0.6	5	461.7626042470122
0.95	-0.55	5	500.89155228939677
0.95	-0.5	5	539.5067976375045
0.95	-0.45	5	577.0034371569453
0.95	-0.4	5	612.7568074112278
0.95	-0.35	5	646.1392966692329
0.95	-0.3	5	676.5383654949803
0.95	-0.25	5	703.3750684172304
0.95	-0.2	5	726.1223028667829
0.95	-0.15	5	744.321986178985
0.95	-0.1	5	757.6003806919733
0.95	-0.05	5	765.6808515149104
0.95	0.0	5	768.3934488819059
0.95	0.05	5	765.6808515149104
0.95	0.1	5	757.6003806919733
0.95	0.15	5	744.321986178985
0.95	0.2	5	726.1223028667829
0.95	0.25	5	703.3750684172304
0.95	0.3	5	676.5383654949803
0.95	0.35	5	646.1392966692329
0.95	0.4	5	612.7568074112278
0.95	0.45	5	577.0034371569453
0.95	0.5	5	539.5067976375045
0.95	0.55	5	500.89155228939677
0.95	0.6	5	461.7626042470122
0.95	0.65	5	422.69009948922405
0.95	0.7	5	384.196724440953
0.95	0.75	5	346.7476332453965
0.95	0.8	5	310.7431890032361
0.95	0.85	5	276.51455518526046
0.95	0.9	5	244.32203682576326
0.95	0.95	5	214.35595310690272
0.95	1.0	5	186.73972873525724
0.95	1.05	5	161.53482416730827
0.95	1.1	5	138.74708522778747
0.95	1.15	5	118.33408000944344
0.95	1.2	5	100.21300252998688
0.95	1.25	5	84.26875458927736
0.95	1.3	5	70.36186494726563
0.95	1.35	5	58.33596329747407
0.95	1.4	5	48.024590555119126
0.95	1.45	5	39.257192119732224
0.95	1.5	5	31.864203072239803
0.95	1.55	5	25.681190616783788
0.95	1.6	5	20.552067276757764
0.95	1.65	5	16.331427106083055
0.95	1.7	5	12.886086017680611
0.95	1.75	5	10.095926510456767
1.0	-1.7	5	11.225926653881109
1.0	-1.65	5	14.227392444419905
1.0	-1.6	5	17.904272834897593
1.0	-1.55	5	22.372593342368923
1.0	-1.5	5	27.75902675820573
1.0	-1.45	5	34.199551265509484
1.0	-1.4	5	41.83741521007446
1.0	-1.35	5	50.820337871593374
1.0	-1.3	5	61.296900707051414
1.0	-1.25	5	73.41211729730529
1.0	-1.2	5	87.3022122173698
1.0	-1.15	5	103.08868814144485
1.0	-1.1	5	120.87181476748223
1.0	-1.05	5	140.7237298945313
1.0	-1.0	5	162.6813987793768
1.0	-0.95	5	186.73972873525724
1.0	-0.9	5	212.84517747046112
1.0	-0.85	5	240.89022151343764
1.0	-0.8	5	270.7090611654415
1.0	-0.75	5	302.0749273967918
1.0	-0.7	5	334.69932168059563
1.0	-0.65	5	368.23346108951483
1.0	-0.6	5	402.2721189094711
1.0	-0.55	5	436.35994822898977
1.0	-0.5	5	470.00025696235525
1.0	-0.45	5	502.666073753793
1.0	-0.4	5	533.8132127340021
1.0	-0.35	5	562.8949195781252
1.0	-0.3	5	589.37757044014
1.0	-0.25	5	612.7568074112278
1.0	-0.2	5	632.5734363828909
1.0	-0.15	5	648.4283910763734
1.0	-0.1	5	659.9960837550955
1.0	-0.05	5	667.0355193651523
1.0	0.0	5	669.3986433611911
1.0	0.05	5	667.0355193651523
1.0	0.1	5	659.9960837550955
1.0	0.15	5	648.4283910763734
1.0	0.2	5	632.5734363828909
1.0	0.25	5	612.7568074112278
1.0	0.3	5	589.37757044014
1.0	0.35	5	562.8949195781252
1.0	0.4	5	533.8132127340021
1.0	0.45	5	502.666073753793
1.0	0.5	5	470.00025696235525
1.0	0.55	5	436.35994822898977
1.0	0.6	5	402.2721189094711
1.0	0.65	5	368.23346108951483
1.0	0.7	5	334.69932168059563
1.0	0.75	5	302.0749273967918
1.0	0.8	5	270.7090611654415
1.0	0.85	5	240.89022151343764
1.0	0.9	5	212.84517747046112
1.0	0.95	5	186.73972873525724
1.0	1.0	5	162.6813987793768
1.0	1.05	5	140.7237298945313
1.0	1.1	5	120.87181476748223
1.0	1.15	5	103.08868814144485
1.0	1.2	5	87.3022122173698
1.0	1.25	5	73.41211729730529
1.0	1.3	5	61.296900707051414
1.0	1.35	5	50.820337871593374
1.0	1.4	5	41.83741521007446
1.0	1.45	5	34.199551265509484
1.0	1.5	5	27.75902675820573
1.0	1.55	5	22.372593342368923
1.0	1.6	5	17.904272834897593
1.0	1.65	5	14.227392444419905
1.0	1.7	5	11.225926653881109
1.05	-1.7	5	9.710724656351129
1.05	-1.65	5	12.307072268091742
1.05	-1.6	5	15.487671444189278
1.05	-1.55	5	19.35288733791507
1.05	-1.5	5	24.01229527755956
1.05	-1.45	5	29.583520002360853
1.05	-1.4	5	36.19047513534312
1.05	-1.35	5	43.96094177607686
1.05	-1.3	5	53.02344683038538
1.05	-1.25	5	63.503430896497086
1.05	-1.2	5	75.51873184919798
1.05	-1.15	5	89.17445272813409
1.05	-1.1	5	104.557329484662
1.05	-1.05	5	121.72976323055485
1.05	-1.0	5	140.7237298945313
1.05	-0.95	5	161.53482416730827
1.05	-0.9	5	184.11673054475736
1.05	-0.85	5	208.3764383687375
1.05	-0.8	5	234.1705264970779
1.05	-0.75	5	261.3028336973287
1.05	-0.7	5	289.5238010827448
1.05	-0.65	5	318.5317221593649
1.05	-0.6	5	347.9760650588503
1.05	-0.55	5	377.4629426111901
1.05	-0.5	5	406.56270297274716
1.05	-0.45	5	434.8195019272278
1.05	-0.4	5	461.7626042470121
1.05	-0.35	5	486.9190529222193
1.05	-0.3	5	509.8272491558367
1.05	-0.25	5	530.0509099636798
1.05	-0.2	5	547.1928202481517
1.05	-0.15	5	560.9077770810561
1.05	-0.1	5	570.9141384243778
1.05	-0.05	5	577.0034371569453
1.05	0.0	5	579.0476021654899
1.05	0.05	5	577.0034371569453
1.05	0.1	5	570.9141384243778
1.05	0.15	5	560.9077770810561
1.05	0.2	5	547.1928202481517
1.05	0.25	5	530.0509099636798
1.05	0.3	5	509.8272491558367
1.05	0.35	5	486.9190529222193
1.05	0.4	5	461.7626042470121
1.05	0.45	5	434.8195019272278
1.05	0.5	5	406.56270297274716
1.05	0.55	5	377.4629426111901
1.05	0.6	5	347.9760650588503
1.05	0.65	5	318.5317221593649
1.05	0.7	5	289.5238010827448
1.05	0.75	5	261.3028336973287
1.05	0.8	5	234.1705264970779
1.05	0.85	5	208.3764383687375
1.05	0.9	5	184.11673054475736
1.05	0.95	5	161.53482416730827
1.05	1.0	5	140.7237298945313
1.05	1.05	5	121.72976323055485
1.05	1.1	5	104.557329484662
1.05	1.15	5	89.17445272813409
1.05	1.2	5	75.51873184919798
1.05	1.25	5	63.503430896497086
1.05	1.3	5	53.02344683038538
1.05	1.35	5	43.96094177607686
1.05	1.4	5	36.19047513534312
1.05	1.45	5	29.583520002360853
1.05	1.5	5	24.01229527755956
1.05	1.55	5	19.35288733791507
1.05	1.6	5	15.487671444189278
1.05	1.65	5	12.307072268091742
1.05	1.7	5	9.710724656351129
1.1	-1.65	5	10.570911960859062
1.1	-1.6	5	13.302823591903806
1.1	-1.55	5	16.622772969971745
1.1	-1.5	5	20.62487761734674
1.1	-1.45	5	25.410168935796708
1.1	-1.4	5	31.085080037210965
1.1	-1.35	5	37.75936592459895
1.1	-1.3	5	45.54342219623649
1.1	-1.25	5	54.54499352862374
1.1	-1.2	5	64.86529439201668
1.1	-1.15	5	76.5946009264035
1.1	-1.1	5	89.80741323104876
1.1	-1.05	5	104.557329484662
1.1	-1.0	5	120.87181476748223
1.1	-0.95	5	138.74708522778747
1.1	-0.9	5	158.14335909572262
1.1	-0.85	5	178.98074673895132
1.1	-0.8	5	201.13605945473537
1.1	-0.75	5	224.44080850154546
1.1	-0.7	5	248.68064029768766
1.1	-0.65	5	273.59641012407576
1.1	-0.6	5	298.88703568924655
1.1	-0.55	5	324.2141955381866
1.1	-0.5	5	349.2088488694791
1.1	-0.45	5	373.4794574705143
1.1	-0.4	5	396.6216927942871
1.1	-0.35	5	418.22931793864797
1.1	-0.3	5	437.9058519097286
1.1	-0.25	5	455.2765582214366
1.1	-0.2	5	470.0002569623552
1.1	-0.15	5	481.78044302687516
1.1	-0.1	5	490.3752056564113
1.1	-0.05	5	495.60548621405724
1.1	0.0	5	497.36128059537526
1.1	0.05	5	495.60548621405724
1.1	0.1	5	490.3752056564113
1.1	0.15	5	481.78044302687516
1.1	0.2	5	470.0002569623552
1.1	0.25	5	455.2765582214366
1.1	0.3	5	437.9058519097286
1.1	0.35	5	418.22931793864797
1.1	0.4	5	396.6216927942871
1.1	0.45	5	373.4794574705143
1.1	0.5	5	349.2088488694791
1.1	0.55	5	324.2141955381866
1.1	0.6	5	298.88703568924655
1.1	0.65	5	273.59641012407576
1.1	0.7	5	248.68064029768766
1.1	0.75	5	224.44080850154546
1.1	0.8	5	201.13605945473537
1.1	0.85	5	178.98074673895132
1.1	0.9	5	158.14335909572262
1.1	0.95	5	138.74708522778747
1.1	1.0	5	120.87181476748223
1.1	1.05	5	104.557329484662
1.1	1.1	5	89.80741323104876
1.1	1.15	5	76.5946009264035
1.1	1.2	5	64.86529439201668
1.1	1.25	5	54.54499352862374
1.1	1.3	5	45.54342219623649
1.1	1.35	5	37.75936592459895
1.1	1.4	5	31.085080037210965
1.1	1.45	5	25.410168935796708
1.1	1.5	5	20.62487761734674
1.1	1.55	5	16.622772969971745
1.1	1.6	5	13.302823591903806
1.1	1.65	5	10.570911960859062
1.15	-1.6	5	11.345660982293477
1.15	-1.55	5	14.177166629324645
1.15	-1.5	5	17.59046623681643
1.15	-1.45	5	21.67172707783727
1.15	-1.4	5	26.511723415192723
1.15	-1.35	5	32.20406267340075
1.15	-1.3	5	38.84289862540448
1.15	-1.25	5	46.52012413618656
1.15	-1.2	5	55.32206261356286
1.15	-1.15	5	65.32570842433222
1.15	-1.1	5	76.5946009264035
1.15	-1.05	5	89.17445272813409
1.15	-1.0	5	103.08868814144485
1.15	-0.95	5	118.33408000944344
1.15	-0.9	5	134.87669940937613
1.15	-0.85	5	152.64841037911242
1.15	-0.8	5	171.54414821201618
1.15	-0.75	5	191.4202128787276
1.15	-0.7	5	212.09378732154173
1.15	-0.65	5	233.34385318989632
1.15	-0.6	5	254.91362457791848
1.15	-0.55	5	276.51455518526063
1.15	-0.5	5	297.8318989136542
1.15	-0.45	5	318.5317221593649
1.15	-0.4	5	338.2691827474901
1.15	-0.35	5	356.6978109125364
1.15	-0.3	5	373.4794574705144
1.15	-0.25	5	388.2945186095323
1.15	-0.2	5	400.8520101199475
1.15	-0.15	5	410.89904986854077
1.15	-0.1	5	418.2293179386482
1.15	-0.05	5	422.6900994892241
1.15	0.0	5	424.18757464308356
1.15	0.05	5	422.6900994892241
1.15	0.1	5	418.2293179386482
1.15	0.15	5	410.89904986854077
1.15	0.2	5	400.8520101199475
1.15	0.25	5	388.2945186095323
1.15	0.3	5	373.4794574705144
1.15	0.35	5	356.6978109125364
1.15	0.4	5	338.2691827474901
1.15	0.45	5	318.5317221593649
1.15	0.5	5	297.8318989136542
1.15	0.55	5	276.51455518526063
1.15	0.6	5	254.91362457791848
1.15	0.65	5	233.34385318989632
1.15	0.7	5	212.09378732154173
1.15	0.75	5	191.4202128787276
1.15	0.8	5	171.54414821201618
1.15	0.85	5	152.64841037911242
1.15	0.9	5	134.87669940937613
1.15	0.95	5	118.33408000944344
1.15	1.0	5	103.08868814144485
1.15	1.05	5	89.17445272813409
1.15	1.1	5	76.5946009264035
1.15	1.15	5	65.32570842433222
1.15	1.2	5	55.32206261356286
1.15	1.25	5	46.52012413618656
1.15	1.3	5	38.84289862540448
1.15	1.35	5	32.20406267340075
1.15	1.4	5	26.511723415192723
1.15	1.45	5	21.67172707783727
1.15	1.5	5	17.59046623681643
1.15	1.55	5	14.177166629324645
1.15	1.6	5	11.345660982293477
1.2	-1.6	5	9.60824432515312
1.2	-1.55	5	12.00614763877978
1.2	-1.5	5	14.896751953055752
1.2	-1.45	5	18.35302932432632
1.2	-1.4	5	22.45185330776222
1.2	-1.35	5	27.272496764311857
1.2	-1.3	5	32.8946952383375
1.2	-1.25	5	39.396269590154695
1.2	-1.2	5	46.85032410117728
1.2	-1.15	5	55.32206261356286
1.2	-1.1	5	64.86529439201668
1.2	-1.05	5	75.51873184919798
1.2	-1.0	5	87.3022122173698
1.2	-0.95	5	100.21300252998688
1.2	-0.9	5	114.22236956648022
1.2	-0.85	5	129.27261135844975
1.2	-0.8	5	145.27475227257725
1.2	-0.75	5	162.10709776909334
1.2	-0.7	5	179.61482646209762
1.2	-0.65	5	197.61076562398463
1.2	-0.6	5	215.8774522328347
1.2	-0.55	5	234.170526497078
1.2	-0.5	5	252.22344093065124
1.2	-0.45	5	269.75339881875215
1.2	-0.4	5	286.46836535836155
1.2	-0.35	5	302.0749273967918
1.2	-0.3	5	316.28671819144546
1.2	-0.25	5	328.8330764281244
1.2	-0.2	5	339.4675777349593
1.2	-0.15	5	347.9760650588503
1.2	-0.1	5	354.1838132628886
1.2	-0.05	5	357.9614934779028
1.2	0.0	5	359.22965292419525
1.2	0.05	5	357.9614934779028
1.2	0.1	5	354.1838132628886
1.2	0.15	5	347.9760650588503
1.2	0.2	5	339.4675777349593
1.2	0.25	5	328.8330764281244
1.2	0.3	5	316.28671819144546
1.2	0.35	5	302.0749273967918
1.2	0.4	5	286.46836535836155
1.2	0.45	5	269.75339881875215
1.2	0.5	5	252.22344093065124
1.2	0.55	5	234.170526497078
1.2	0.6	5	215.8774522328347
1.2	0.65	5	197.61076562398463
1.2	0.7	5	179.61482646209762
1.2	0.75	5	162.10709776909334
1.2	0.8	5	145.27475227257725
1.2	0.85	5	129.27261135844975
1.2	0.9	5	114.22236956648022
1.2	0.95	5	100.21300252998688
1.2	1.0	5	87.3022122173698
1.2	1.05	5	75.51873184919798
1.2	1.1	5	64.86529439201668
1.2	1.15	5	55.32206261356286
1.2	1.2	5	46.85032410117728
1.2	1.25	5	39.396269590154695
1.2	1.3	5	32.8946952383375
1.2	1.35	5	27.272496764311857
1.2	1.4	5	22.45185330776222
1.2	1.45	5	18.35302932432632
1.2	1.5	5	14.896751953055752
1.2	1.55	5	12.00614763877978
1.2	1.6	5	9.60824432515312
1.25	-1.55	5	10.095926510456762
1.25	-1.5	5	12.52662531624836
1.25	-1.45	5	15.432996567872312
1.25	-1.4	5	18.879682962299494
1.25	-1.35	5	22.933344764128357
1.25	-1.3	5	27.66103130678142
1.25	-1.25	5	33.12818187272999
1.25	-1.2	5	39.396269590154695
1.25	-1.15	5	46.52012413618656
1.25	-1.1	5	54.54499352862374
1.25	-1.05	5	63.503430896497086
1.25	-1.0	5	73.41211729730529
1.25	-0.95	5	84.26875458927736
1.25	-0.9	5	96.04918111023821
1.25	-0.85	5	108.70487548180692
1.25	-0.8	5	122.16101841288162
1.25	-0.75	5	136.31527740121402
1.25	-0.7	5	151.03746369839595
1.25	-0.65	5	166.17018442875062
1.25	-0.6	5	181.53057571669572
1.25	-0.55	5	196.9131562894678
1.25	-0.5	5	212.09378732154164
1.25	-0.45	5	226.83466606919433
1.25	-0.4	5	240.89022151343764
1.25	-0.35	5	254.0137235859884
